Chunk_ID,Chunk_Index,Content,Content_Length,Quality_Score,Reliability,Source_Type,Original_Content,Enhancement_Version,book_name,chunk_index,enhancementTimestamp,enhancementVersion,filename,grade,processing_method,publisher,qualityMetrics_chineseCharRatio,qualityMetrics_coherenceScore,qualityMetrics_lengthScore,qualityMetrics_ocrConfidence,semester,source,source_file,subject,total_chunks
义务教育教科书_·_数学二年级上册_chunk_12,12,"S HE. ERAmRES\n; 人丁 避天 > 4 CHN B\nAS 7\n\n人 2\n小 K 信吕\n三个 组摘 南瓜。 第一 组摘 了 28 个 ,第二 组摘 了 34 个， 第三 组摘 了 22 个。 三个 组一 共摘 了多 少个 ?\n28+34+22=84\n2 8 62 简便写法 : 2 8 2 8\n+3,4 +22 + 3,4 34 jn\n6 2 8 4 62 +22\n+22 8 4\n8 4\n(2] ERH8ANEIN, FRFEATA0N, TRRIEA\n了 26 个。 还剩 多少 个 ?\n84-40-26=__\n8 4 4 4 84-40=44 能\n-40 -26 口算， 可以 不\n& 一一 一 |BBX.\nWCG 4 四， NU <\n还可 以先 算一 共运 走了 多少 个。 怎么列 式呢 ?\n27 仇做 一做\n\n@ 54+20+16= 46+25+17= 7+59+20=\n\n@ 90-58-30= 75-28-19= 72-(6+44)=\n\n(3] 一辆 公交车 上原来有 47 人， 到达 南山 站时， 有 15\n\n人下 车， 又有 18 人上 和车。 现在车 上有 多少 人 ?\n47-15+18=\n4 7\n4 7 ( ) 简便写法 : -15\n-15 +18 0\n( ) 人 ) +18\n( )\n(4] 72-(47+16 ) =\n47 72 a\n6 -63 5\n63 ( )\n\n仇做 一做\n\n@ 56+34-20= 78-24+39=\n\n@ 32+(55-46)= 86-(13+42)=\n\n© 果园原来有 38 棵苹果树，26 棵梨 树， 农民 伯伯 又栽\n了 19 棵果树。 现在 果园一 共有多 少棵 果树 ?\n\nOD 96 名二 年级 学生 参加 学校 运动会， 每人 只参加一 个项 目。 其中 18 人参加跑步比赛，24 人参加跳绳比赛， 剩下 的人 参加其 他比赛。 参加 其他 比赛的 有多 少人 ?\n\n28 4 练习五\nO 把在 同一条 线上 的 3 个数 加起 来。 玖 0\nas",865,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学二年级上册,12,2025-07-21T14:23:05.986Z,2.0,义务教育教科书 · 数学二年级上册,二年级,ocr,unknown,0.3888888888888889,0.7999999999999999,0.865,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学二年级上册.pdf,义务教育教科书_·_数学二年级上册.json,数学,52
义务教育教科书_·_数学二年级上册_chunk_13,13,"OD 96 名二 年级 学生 参加 学校 运动会， 每人 只参加一 个项 目。 其中 18 人参加跑步比赛，24 人参加跳绳比赛， 剩下 的人 参加其 他比赛。 参加 其他 比赛的 有多 少人 ?\n\n28 4 练习五\nO 把在 同一条 线上 的 3 个数 加起 来。 玖 0\nas\n\n@ 56-12-17= 67-37-14= 40-23-12=\n87-26-39= 70-28-35= 100-80-8=\n图每 人参加一 项体育活动， 算一 算总 人数。 BE TSREITS TSRATS\n@2zi3f mi\nso=t8[]-ta[a[j] |e]\n® 54 6 8 6 3 7 8 5 3\n+18 -47 +35 -39 +27\n( ) ( ) ( ) ( ) C )\n-41 +76 -17 +55 - 9\nC ) ( ) C ) C ) C )\n29 @ 下面 的计算对 吗 ? 把不 对的 改正过 来。 26+(86-59 )=53 64-(17+28 )=21\n8 6 1 7 6 4\n-5 9 t28 -45\n2 7 4 5 2 1]\n+2 6\n5 3\n) 28+35+17= 90-34-26= 69+30-45=\n65-18+39= 26+(40-8)= 71-(65-43)=\n@ = 和\n55+30+8= 56-3+9= 42-(6+34)=\n81-7-70= 37+10-5= 74-(80-6)=\nO 妈妈要 买一 个书包和 / NM|[= : :\n—MEk, HT50%, | E P 下 | 二多\n应找 回多 少钱 ? ICE 下\nSS\n由\n[= [=\n30",695,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学二年级上册,13,2025-07-21T14:23:05.986Z,2.0,义务教育教科书 · 数学二年级上册,二年级,ocr,unknown,0.2504854368932039,0.7999999999999999,0.695,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学二年级上册.pdf,义务教育教科书_·_数学二年级上册.json,数学,52
义务教育教科书_·_数学二年级上册_chunk_14,14,"四 25 全人 有全 [P]\n© 把每 行 、 每列 和每 一斜 行 24|51|15|\n的 3 个数 加起 来， 你发 现 21|30|s9 | 加\n® [ | 文具盒 的销售情况\nEEC\nNS\n/ SN Us (1) 6 月 ~8 月共 销售了\nEU ANS SEETYEIE\nEL 天 ) pEgrstesy\n.1 问题并 解答吗 ?\n人 @@ 把 16、17、18、19 填入 | | 中， 使算式成 立。 [+ -LI=L\n同 -\n把 21、22、23、24、 7\n25 填入 CC) 里， 使每 条线 上的 3 个数 相加 都得 69。 31 15」 美术兴趣小 组有 女生 14 人 ,男生比 女生少 5 人。 男生 有多 少人 ? 美术兴趣小 组一 共有多 少人 ?\nNe - < wA 汉人知道了 什么 ?\n有女生 [ ] 人， 男生 比女生少 ] 人。 要解决的 第一 个问题是 ……\n怎社 解音 : 求美术兴趣小 组一 共有多 少人， 就要\n把男生人 数和 女生人 数合 起来。 S.\n全男生人 数 ; 美术兴趣小 组总 人数 ;\n14-5=9 (A) 9+14=23 (人 )\n解答正确吗 ?\n口答 : 男生有 [，] 人， 美术 兴趣 小组 一共有 [，] 人。 Z 做一 做一 班有 33 人参加学 校运动会， 二班 参加 的人 数比 一班\n多 4 人。 二班 有多 少人 参加 ? 两个 班一 共有多 少人 参加 ?\n32",626,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学二年级上册,14,2025-07-21T14:23:05.986Z,2.0,义务教育教科书 · 数学二年级上册,二年级,ocr,unknown,0.5633484162895928,0.5,0.626,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学二年级上册.pdf,义务教育教科书_·_数学二年级上册.json,数学,52
义务教育教科书_·_数学二年级上册_chunk_15,15,4 练习六\n@ 育才小 学有 21 名男 教师，38 名女 教师， 一共有多 少名\n教师 ? 蓝天小 学共有 45 名教师， 比育才小 学少 多少 名 ?\n人 @ 同学们 在剪纸花。 我们 已经 剪了 一\n&\nAZ\nLR\A<P A\nLA\nTY 本 A\n一共 要剪 多少 采粉 花 ? 如果 还要 剪 40 采黄花， 一共有要\n剪多 少采 花 ?\n© 48+6-29= 40+23+12= 59-(34-14)=\n67-8+13= 73-20-35= 73-(20+35)=\nO 二 (1) 班有 27 幅画， 二 (2) 班有 36 幅， 两个 班一 共有 多少 幅画 ? 将这 些画 贴在 走廊里， 已经 贴了 41 幅， 还没 贴的 有多 少幅 ?\n33 回计算。 5 二 8 19\n用加 |\n站 |\n79 13\nO 王叔叔的 果园收 了很 多橘 (0) 子， 运走 了 18 箱， 还剩\n下 29 箱。 王叔叔一 共收 了多 少箱 橘子 ? 他还 收了 43 箱柚 (you ) 子， 橘子 和柚子一 共收 了多 少箱 ?\n@ 在 ( ) 里填 上 “r “<” 或 “_» .\n43+5()50 41+37()75 90() 19+71\n73-25()45 79()95-16 89-33()59\nO (zm oram) (1) 人工 短小鸡 要用 多少 天 ?\n需要 28 天。 (2) 人工 多小 臣比 铸小 鸡多 用 9 天， 》 人工 钴小 臣要 用多 少天 ?\n¢ 国 (3) 你还 能提出其 他数学问题并 解\nTIR« Rp\n从昌 NS( 人工 钴小 鸡比 氏\n34,694,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学二年级上册,15,2025-07-21T14:23:05.987Z,2.0,义务教育教科书 · 数学二年级上册,二年级,ocr,unknown,0.4979757085020243,0.5,0.694,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学二年级上册.pdf,义务教育教科书_·_数学二年级上册.json,数学,52
义务教育教科书_·_数学二年级上册_chunk_16,16,情人人 蔡理 和复习 1 要要 玫人 @@ 笔算加 法和 笔算减法要 注意什么 ?\n个位 上的 数相 加笔算加 、 减法 都要 满十 :…\n把相同数位对 齐。 已于\n本\n| < 有一 l1\n| < —il\nO 先算 一算， 再说 一说 每道 题是 按怎样的 顺序计算的。 45+19+18= 61-21-6= 37+50-47=\n45+(19+18)= 61-(21-6)= 37+(50-47)=\n08\n把 1~ 9 按从 小到 大的 顺序排列， 中间 添上 一一 此 “ypn «_»， 可以 使计算的 络果 等于 100。 12+3-4+5+67+8+9=100\n再把 1~ 9 按从 大到 小的 顺序排列， 你能 添上一 些 “+”“-”， 使计算的 结果也 等于 100 吗 ?\n98765432 1=100\n35 4 练习七\n@ 猴子捞 月亮。 © 17+6+8=\nUS 43-(8+30)=\ny 50+27-9=\n等二 96-(60-24)=\nAA 3 73-26-30=\n2 73-(26+30)=\n& | (3] 在 O 里填 上 66 S” “一 》》 或 4 一 2。 | 下 42-8 〇 35 63-3()66\n8 46-7 〇 39 72+9()73\n滞媳 站\n> ~ 28+4()34 54+4()60\ne) O 一押 丝绳 长 100 米。 一班 先\nRN . | A 用去 20 米， 又用 去 38 米， 一\n9 共用去 了多 少米 ? 二班 需要\n40 米， 剩下 的丝 绳够 吗 ?\n(.7 时回 小亮 今年 13 岁， 和爸爸比 他大\n卫 28 岁， 和区 和爸 今年 多少 岁 ? 妈。 妈比 区和 爸小 3 岁， 妈妈 今年\n{~) 多少 岁 ?\n<,748,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学二年级上册,16,2025-07-21T14:23:05.987Z,2.0,义务教育教科书 · 数学二年级上册,二年级,ocr,unknown,0.4149908592321755,0.5,0.748,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学二年级上册.pdf,义务教育教科书_·_数学二年级上册.json,数学,52
义务教育教科书_·_数学二年级上册_chunk_17,17,"O 甲楼 高 38 米， 乙楼 比甲 楼高 13 米， 乙楼 高多 少米 ? 两楼\n比乙 楼还 要高 5 米， 两楼 高多 少米 ?\n@ 看谁 算得都 对。 41-2= 16+80= 72-9= 80-4=\n26+3= 20+39= 6+30= 18+9=\n39-9= 82-50= 59-3= 70-40=\n® 7 2 6 3 3 5 5 6\n-38 + 36 + 5 8 -17\n8 8 6 9 4 3 4 4\n-69 + 27 -25 + 5 4\n© 商场店庆， 满 50 元减 10 元。 |\nJE 各\n(1) 买一 辆者 鸣和 一金 罗 |， 能减 10 元吗 ?| |\n(2) 买一 个个 和一 个里， 要花 多少 钱 ? 民一\n网 se |\n(3 ) 你还 能提出其 他数学问题并 解答吗 ? 2 一\n1 1 3 我知道为 什么要\n本单元结束了， 内各 道这 个个 作二 人从 个位 减起 了。 你想 说些 什么 ? 表示什么间 四了\n成长 小档案 &i | J\n由作品\n37 N(3 角的 初步认识\nii\nTa\nAR A 三 = I-.\nERATSDeE 到\nAN ©N\n全\n &\nPaaE 二站， 加 | |\n从\n-号 xD 史\nO 9 3\n| PN 8 4\n7 6 3\n这些 物品 中都 有角。 边\nmc 国边\n上面 的图 形都 是角。 一个 角有 几个 顶点 ”有几 条边 ?\n角就 越来 越大。 an\n~ O9\n人 4 人\nC2 Se \ o,\n(2] 先画 一个 点， 再以 这个 点为 顶点， 人和 借助尺子向 不同\n的方向画 两条 笔直的 线， 就画 出一 个角。 ~ ANY JA\n乡做 一做\n© 你周围物体的 表面是 什么图 形 ? 这些 图形 中有 角吗 ?\n四按照例 2 的方法， 自己 画出 一个 角。 39 全 La\n月诗\n中上 面这 些角 都是 直角。 每个 三角 尺上",807,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学二年级上册,17,2025-07-21T14:23:05.987Z,2.0,义务教育教科书 · 数学二年级上册,二年级,ocr,unknown,0.532967032967033,0.5,0.807,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学二年级上册.pdf,义务教育教科书_·_数学二年级上册.json,数学,52
义务教育教科书_·_数学二年级上册_chunk_18,18,全 La\n月诗\n中上 面这 些角 都是 直角。 每个 三角 尺上\n\n人都 有一 个直角。 要知道一 个角 有是 不是 直角， 可以 用三 角尺 上的 直角比\n一比。 你能 用纸 折一 个直角吗 ?\nO--a-a\n4) TamzmRaL.\n-h -\n有人\nO 课桌 面是 什么图 形 ? 这个 图形 中有 直角吗 ?\n加数 一数 下面 的图 形中 各有 几个 直角。 40 (5] 用三 角尺 上的 直角比 一比。 中国 少年 先锋队 中队 旗红领巾直角锐角钝 角比 直角小 比直角大\n每个 三角 尺上 都\n) 和\nSpd\n改作\n@@ 你周围物体的 表面是 什么图 形 ? 这些 图形 中有 哪些角 ?\n人连 一连。 | 名角 | | 多角 | | 直角 |\n41 16 」 用一 副三 角尺 拼出 一个 钝角。 知道了 什么 ?\n两个 三角 尺上 分别 有什么角 ?\n要拼 出一 个 ……， 应该 怎样做 7\n鳄角 比直角大， 用\n<\nSR 多 :\n我试 着拼 拼看 .| IN\n本 Se“ 一拼 出的 是钝 角码 ?7\n的 e\n| y EX\nAN 本 y. ~4 i 用直角和 锐角拼 出\n— 的肯定是 钝角。 有从 两副 三角 尺中 选出 两个， 分别 拼出 锐角 、 直角 和钝 角。 42 4 练习八\nO 指一 指哪里有 角。 @ 下面 的图 形哪些是 角， 哪些 不是 角 ?\n加下 面的 图形 中各 有几 个角 ?\n@ 打开折 扇， 看看 角有 什么变化。 \V-9-\n© 在两 个三 角尺 上各 选一 个有\n比一 比它们的 大小。 43 ©O 下面 哪些角 是直角 ?,691,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学二年级上册,18,2025-07-21T14:23:05.987Z,2.0,义务教育教科书 · 数学二年级上册,二年级,ocr,unknown,0.7478813559322034,0.7999999999999999,0.691,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学二年级上册.pdf,义务教育教科书_·_数学二年级上册.json,数学,52
义务教育教科书_·_数学二年级上册_chunk_19,19,4 练习八\nO 指一 指哪里有 角。 @ 下面 的图 形哪些是 角， 哪些 不是 角 ?\n加下 面的 图形 中各 有几 个角 ?\n@ 打开折 扇， 看看 角有 什么变化。 \V-9-\n© 在两 个三 角尺 上各 选一 个有\n比一 比它们的 大小。 43 ©O 下面 哪些角 是直角 ?\n\n加在 方格 纸上 画直角 (从给 出的 点画 起 )。 国国 国国 国国 国面 硬面 面面 面面 面面 面面 面面 面硬 国硬 国国 国国 硬国画硬 国国 国国 国面 面面 面面 面面 面面 面面 面面 硬国 硬国 国国 国硬\n国本 古国国 国国 面面 面面 面面 面面 面面 面面 面面 硬国 国国 国硬 国面\n国硬 国国 国国 国面 面面 面醒 面面 面面 面面 面面 面夯 硬硬 国国 国国 硬国 面硬 硬国 国国 面面 面面 硬曾 面面 面面 面面 面面 国硬 面国 国国 国硬\n\nO 照右 图在 钉子板 上围 一个。。。。。 ”\n正方形 和一 个长 方形 . 了 :\n\nO 从第 1 题的 图示 中找 出直角 、 锐角 和钝 角。 O 找出 下面 三角形中 的直角 、 锐角 和钝 角。 代八 -全辣\n\nO 盏一 个角， 和同 桌说 一说 画出 的是 什么角。 © 在钉子板 上任意围 一个 图形， 再找 出图 形中 的直角 、 锐角 和钝 角。 十 |,576,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学二年级上册,19,2025-07-21T14:23:05.987Z,2.0,义务教育教科书 · 数学二年级上册,二年级,ocr,unknown,0.8711340206185567,0.7999999999999999,0.576,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学二年级上册.pdf,义务教育教科书_·_数学二年级上册.json,数学,52
义务教育教科书_·_数学二年级上册_chunk_20,20,O 从第 1 题的 图示 中找 出直角 、 锐角 和钝 角。 O 找出 下面 三角形中 的直角 、 锐角 和钝 角。 代八 -全辣\n\nO 盏一 个角， 和同 桌说 一说 画出 的是 什么角。 © 在钉子板 上任意围 一个 图形， 再找 出图 形中 的直角 、 锐角 和钝 角。 十 | ® (1) 七巧 板中 的每 块板 是什么形\n状的 ? 各有 哪些角 ?\n(2) 比一 比 5 块三 角形板 的各 个角 的大 小， 你有 什么发 现 ?\n(3 ) 用两 块板 拼直角， 你能 拼出\n几个 ? 拼钝 角呢 ?\n人 @@ 拿一 个正方体 的金子， 先看 看每 个面 上 A 三有 几个 直角， 再数 一数 这个 正方体例子 |\n上一 共有多 少个 直角。 摘一 个长 方体 的 |， 金子再 数一 数， 你发 现了 什么 ?\n4 SN 亲 2\n@ 生活中 的数学\n/二\n™. 证 A \&\n| 四\n- & PX\nACE\nLIETII\n本单元结束了， 我发 现身 边处 处都 有我 会画 角了 1!\n你想 说些 件必 3。 角， 太有 意思了 1\n成长 小档案 J\n* L\n45 下\n4 表内 乘法 (一 )\nCg Onc2 沙人 交全 放区 的 1 9 二全\n上 OAREEENOREEEEY 一个)\n有国 0aBE eg 人 o 619 PIRRT SDa q\n上 CS\n— \ [> 2\n有 ER - b ;\n的本 人 AS、\n洒 3 AN\n二 GOD 二号 < \ > 本 A=R\n广则 My ( & \Wy/oar—ty， 人之 人 7 一、\nRE —\nd) / 于 ”便利让， Sa- oa mn |\n有隅\n» d | 全本 人上 Bi 4 王 EN\nSee § be pee 得 | =\nAs hee Co Eas— ES 可\n46,772,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学二年级上册,20,2025-07-21T14:23:05.987Z,2.0,义务教育教科书 · 数学二年级上册,二年级,ocr,unknown,0.5725338491295938,0.5,0.772,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学二年级上册.pdf,义务教育教科书_·_数学二年级上册.json,数学,52
义务教育教科书_·_数学二年级上册_chunk_21,21,"| 乘法的 初步认识 “ 耳小 共有多 少人 ?\nA) ye C\n《全请 名 ee\nCep SQaoaA 2\n3+3+3+3+3=15\n(2) 小火车里 共有多 少人 ?\n人 2 DR ( ) 个 6\nEECEEREEE\nNa 6+6+6+6=24\n(3 ) 过山 车里 共有多 少人 ?\no p JRdn Palb\naaa ) 个 ( )\n人 ”2+2+2+2+2+2+2=14\n这种 加数 相同的 加法， 还可 以用 乘法表示。 乘法算式 : 2x7=14 ” 读作 : 2 乘 7 等于 14。 或 7x2=14 读作 :7 乘 2 等于 14。 ™\n: 人人 AN\n乘号 人用 乘法算式表示真 简便 ! WA\n你能 把上 面的 其他 加法 算式写成乘法算式吗 ? X\n47 5+5+5=15\n5 xX3=15\n3 X5=15\n来数 科数 机\nWe\n@ 先用 / 择一 摆， 再填写加 法算式。 4 个 2 3 个 4 543\n口 ;+ 口 + 口 + 口 = 记 ] 口 * 口 ;+ 口 =\nCC\n~ 一一\n( ) 个 ( )\n加法 算式 :\n乘法算式或\n人 @ 把下 面的 加法 算式写成乘法算式。 7+7+T7+7T+7 [jx[ 或 [jx[ |\n15+15+15 口上口 或器 x 口\n48 4 练习九\n“Bddd 动动 动\n~ 一一 一一\n一一\n( ) 个 ( ) ( 7) 个 ( )\n加法 算式 : 加法 算式 :\n乘法算式 : 或乘法算式 : 或加 先按 要求 画 ( )， 再写 算式。 (1) 每组 画 2 个 , 画 3 组。(2) 每组 画 4 个， 画 5 组。 加法 算式 : 加法 算式 :\n乘法算式 : 或乘法算式 : 或图 把加 法算式写成乘法算式。 4+4+4=| |x[ | 3+3+3+3=| |x[ |\n6+6+6+6=| |]x[ | 4+4+4+4+4+4=| |x[ |\n2+2+2+2+2=|[ ]x[ 5+5=| |x[ |\nO 读一 读。 4x5 6x3 5x2 2x4 5x6 3x3 6x4\n49",882,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学二年级上册,21,2025-07-21T14:23:05.987Z,2.0,义务教育教科书 · 数学二年级上册,二年级,ocr,unknown,0.4048,0.5,0.882,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学二年级上册.pdf,义务教育教科书_·_数学二年级上册.json,数学,52
义务教育教科书_·_数学二年级上册_chunk_22,22,"® ry 村 ~e <\nQE Go 8& 代答\n一一 一 、 一一 一一\n( ) 个 ( ) ( ) 个 ( )\n乘法算式 : | |x|L | 乘法算式 : | |x| |\n读作 : | | 乘 | 读作 : | | 乘 -|\n加 (1)3 个 8 相加， 和是 ( )。 (2 ) 一个 乘数 是 8， 另一 个乘 数是 3， 积是 ( )。 @ _\n@© @F\n#H#HEAC ) 个 , 有 ( ) 盘 ,一共 ( ) 个。 [jxL=L\n图每 组画 5 个人 , 画 3 组。 ~ ~\n乘法算式 : 或回 写出 乘法算式， 再读 出来。 2 个 4 相加 10 个 3 相加 2 和 6 相冬\n© 下面 哪些算式可 以直接写成乘法算式 ? 请写 出来。 3+3+3+2 2+2+2+2\n5+5+5+5+5 8+8+2+5\n3+2+1+3 4+4+4-3\n50 @) 5+27+65= 86-(20+46)= 96-60-28=\n63+7-50= 40+(25-9)= 96-(60-28)=\n© 连一 连。 全\n2 5 2\ ==.\nCC\n3 3345| [2373]\n[5 和引 [ES 4\noxg lave\n@ 画图表示下 面算 式的 含义。 3X2 5X4\n© 你能 用加 法算出下 面乘 法算式的 得数 吗 ?\n8x5= 9 x4= 15X3=\n\n@ 你知道吗 ?\n乘号 “x”， 是英国数学家 奥特 雷德 在 1631 年最 早使 用的。 可以 把 “x” 看作 由 “+” 斜过 来写 的。 “a\n51 和 2~6 的乘法口 识 “本\nN 5 的乘法口诀 )\n5 =- | 人 -| 人 -人 -|\n目 1x5=5 一五 得五 5x1=| |\n2x5=10 | 二五 一十 5x2=[ |\n3x5=[ | | 三五 ( )| 5x3=[ |\nGEEE 4xs5=[_] | 四五 ( )| 5x4=| |\nHEEEE sxs=[] 人五 五 )\n人人\n人 @@ 对口 诀。 是 “Y\n? 元\n[|xL = | ( 角 )=[L | 元\n52",881,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学二年级上册,22,2025-07-21T14:23:05.987Z,2.0,义务教育教科书 · 数学二年级上册,二年级,ocr,unknown,0.34521880064829824,0.5,0.881,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学二年级上册.pdf,义务教育教科书_·_数学二年级上册.json,数学,52
义务教育教科书_·_数学二年级上册_chunk_23,23,"4 练习干\n@ 把口诀补充完整。 一五 ( ) 三五 人 ) 五五 人 )\n四五 ) 二五 人 )\n@ 2 区多 [jxL=L |\nNC7 8 儿 8 G\n了 D 诀 :\n图每 头大 象运 2 根木头，5 头大 象运 (， ) 根木头。 O 背出 5 的乘法口诀。 @ 5x3= 1x5= 5x2= 5x4=\n5x1= 5x5= 4x5= 2x5=\n@@ 每只 小免 拔 5 根胡 芝卜。 3 只小 免拔 (。 ) 根。 y\n4RDPRFE(C) 根。 / P\nSROMRE () 根。 NU\n53 2\ns | < 之\nYN 4\n的乘法口\n1 |\n1X\n和出\n1 内一\n本加， 口 3\nB | 5。 =, — O 〇\nEeEslss :\n| . :\nh 九人\n. 的人 必加\n: y\n\n+\n1 _ (4] ANAL AL 一人 有可 本司\n-a A A Aa\n证 \/ \4\nEN EW p EN\n目 1x4=4 一四 得四 4x1=[ |\n困 2x4=[] | 二四 ( ) | 4x2=[\n3x4=[ | | 三四 ( ) | 4x3=| |\n上间 4x4=[L | 人四 四 ( )\naxi-C (G20D)\n印对 口诀。 [= 月\n\n/前全 上 / =\n加吃饭时 每人 需要一 双和 俩子， 请填空 :\n2 个人 需要 〈， ) 根和 余子 ;\n3 个人 需要 (， ) 根和 侠子 ;\n4 个人 需要 (，) 根侠 子。 你发 现了 什么 ?\n55 4 练习干 一\nO 边画 边说 口诀。 ”YA\n6iz3s45678970 ~\nAS -\n人人\n0 二 67 bb0101112131415 *\n一人、\n0 7 23 4567 6 970111213141516171619202122232425""\n加根据下 面的 口诀各 写出 两个 乘法算式。 二三 得六 四五 二十 一二 得二\n© 2x2= 3X1= 5X3= 3%X3=\n2 十 2= 3+1= 5+3= 3+3=\n-由图 四\nDOOD 癌 x 口 -上\no0Oe ”一一\n56",874,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学二年级上册,23,2025-07-21T14:23:05.987Z,2.0,义务教育教科书 · 数学二年级上册,二年级,ocr,unknown,0.35090609555189456,0.5,0.874,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学二年级上册.pdf,义务教育教科书_·_数学二年级上册.json,数学,52
