Chunk_ID,Chunk_Index,Content,Content_Length,Quality_Score,Reliability,Source_Type,Original_Content,Enhancement_Version,book_name,chunk_index,enhancementTimestamp,enhancementVersion,filename,grade,processing_method,publisher,qualityMetrics_chineseCharRatio,qualityMetrics_coherenceScore,qualityMetrics_lengthScore,qualityMetrics_ocrConfidence,semester,source,source_file,subject,total_chunks
义务教育教科书_·_数学二年级上册_chunk_24,24,"© 连出 小动物的 过河 路线。 s20 ®._ -\nER ie | 9\nCRKEEED we 一\n\n(D G&\n@ x3 x4\nwi ) -\nNS 7\n@ 1 个秋千侍 2 人，2 个秋千坐 (。) 人，3 个秋千从\n( ) 人 ,4 个秋千坐 ( )AL\n57 和秒 如邓 减 )\n全一 关 ss 了 7 多 As\n.\n“同一天\nLAL ER Lay EST\n必 ] POD 一全 9\n已 ha SC (和所 5\n站内/ F23\n aFIR\Y\n= 人 mA\n方法一 : 方法二 :\n3x3+2=11 3X4-1=11\n在这 样的 算式中， 要先 算乘 法。 OA\nAY\n从做 一做\nO 看图 填写合适的 数和 运算符号。 口 x 口 OD- 吕\n@ 4x3+4= 2x3-3= Dx5+5=\n4x4-4= Dx3+2= 4X5-4=\n58 4 练习 [二\n() 5x3-5= Dx3+5= S5X4+5=\noOX2= oOX4= Dx5=\n@ WAs, , 85 中风\nSeaSF FL BF Sep\n到了\n四 Br\nLI ”一站 一共 覆多 少棵 树 ?\n© 4x2+25= 4x3+12= 2X3+2=\n2X2-4= 3X3-7= 4X3-2=\nomeme 《2)\nRa RE\nea 2 2 2 @ ‘¢ ‘ey\nRAR 人 2\n一 ~ FRR 0 “扣压攻 作 7 7 请\nFRIFAETA PASEMNEPR ER (S) PEAEE]\n一共有多 少人 ? 一共有多 少人 ?\nO 哪个图 形中 站 ] 的个 数多 ? 说说 你是 怎样比较的。 国面 国醒 国 HEEEER\nHEEEE HEREEE\nHEEEN HEREEE\nHEEEN HEEEEN\n[TTT[]\n59 国目 6 的乘法口 次 )\nTS\n到 1 | | |\n1x6=| | 一六 【 )| 6x1=[_|\n2x6=| | 二六 ( ) | 6x2= |\n3x6=| | | 三六 ( ) | 6x3=[ |\n4x6=| | 四六 ) 6x4=| |\n5x6=| | | 五六 人 ) | 6x5= |\n6x6=| | 人六 六 ( )",909,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学二年级上册,24,2025-07-21T14:23:05.987Z,2.0,义务教育教科书 · 数学二年级上册,二年级,ocr,unknown,0.2642089093701997,0.5,0.909,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学二年级上册.pdf,义务教育教科书_·_数学二年级上册.json,数学,52
义务教育教科书_·_数学二年级上册_chunk_25,25,"国目 6 的乘法口 次 )\nTS\n到 1 | | |\n1x6=| | 一六 【 )| 6x1=[_|\n2x6=| | 二六 ( ) | 6x2= |\n3x6=| | | 三六 ( ) | 6x3=[ |\n4x6=| | 四六 ) 6x4=| |\n5x6=| | | 五六 人 ) | 6x5= |\n6x6=| | 人六 六 ( )\n\nO 根据下 面的 口诀各 写出 两个 乘法算式。 三六 十和 八五 六三 十四 六二 十四\n\n(2] = = = SS — = 二 SS — 一 = SS — 一 1 S\n\n333 3\nIN\n60 4 练习十 三\n@ 6x3+6= 6x4+6= 6x5+6=\n6x4= 6x5= 6x6=\n回摘 革有 果。 2\n回 4x6-10= 5x6+24= 6x6+6=\n2x6+5= 3x6-7= 3x6-3=\n二二 二\n、 一一 一 、 一一\n? 支 ? 本\n[LOLI=L (CO ) L1OU=L_JC )\n回 1 只 6 条腿，3 只 ss ( ) 条腿，6 只人-\n( “ ) 条腿。 人 @@ 看谁 算得都 对。 3x6= 1x6= 6x6=\n6x4= 4x3= 3x5=\n5x2= 6xX2= 6x5=\n61 人 @@ 填表 说口诀。 在 〇 里鞭 上 ee\n\nFE pen\n加可 可醒 面国画汪\n引引 | os\n引 |[| | 40s-1a\n二 [TD 20e-1\n引 [D ce\n TLIT1]\n| 6( )4=2\n加 mmmagk (3m4)\nSs\nER 人二\n24 < SS 刷多 1 套邮 票有 6 枚，4 套共有多 少枚 ?\n1 @ 数学游戏看 谁说 得又 对又 快。 小青蛙本 领大， 吃害虫顶\n1 只毁 1 张嘴 ,2 只眼睛 4 条腿。 啤啤， 我们 都要 爱护它。 2RE( )KK, () 只眼睛 (， ) 条腿。 3 只腻 ( ) 张嘴，( ) 只眼睛 ( ) 条腿。 e)\n照这 样说， 一直 说到 6 只 Fo\n62",842,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学二年级上册,25,2025-07-21T14:23:05.987Z,2.0,义务教育教科书 · 数学二年级上册,二年级,ocr,unknown,0.3339041095890411,0.5,0.842,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学二年级上册.pdf,义务教育教科书_·_数学二年级上册.json,数学,52
义务教育教科书_·_数学二年级上册_chunk_26,26,(7) 交较 下面 两道 题， 选择合 和的 方法解答 -\n(1) 有 4 排桌 子， 每排 5 张， 一共有多 少张 ?\n(2) 有 2 排桌子， 一排 5 张， 另一 排 4 张， 一共\n有多 少张 ?\n\n知道了 什么 ?\n\n两首 题都 是求 ……\n\n从第 (1) 题可 以知道 ……:\n\n第 (1) 题是 把二 一第 (2 ) 题是 把全 这本\n\n会: RN o\n\nEi %\n\n| 5x4=20( 张 ) 5+4=9( 张 )\n人\n\n(9 - 两题 中都 有 4 和 5， 为什么解答的 方法不 同 ?\n和合” 画画图就 清楚了。 (1) 人鳄 (2 ) 全) 人》 人人》 人》 人\nGy 人人 》 人人 》 人人 全》 人》 人四\nGy 人人》 人》 人 9》 人\nGy 人人》 人人 》 人人 》 人口 答 : 一共 刘 ”人炭。 口答 : 一共有 k.\n\n解答正确阿 ?\n\n可以 结合图， 看看 算式是 不是 正确地 表示了 题目的 意思。 63,430,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学二年级上册,26,2025-07-21T14:23:05.987Z,2.0,义务教育教科书 · 数学二年级上册,二年级,ocr,unknown,0.6197183098591549,0.5,0.43,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学二年级上册.pdf,义务教育教科书_·_数学二年级上册.json,数学,52
义务教育教科书_·_数学二年级上册_chunk_27,27,"(1) 人鳄 (2 ) 全) 人》 人人》 人》 人\nGy 人人 》 人人 》 人人 全》 人》 人四\nGy 人人》 人》 人 9》 人\nGy 人人》 人人 》 人人 》 人口 答 : 一共 刘 ”人炭。 口答 : 一共有 k.\n\n解答正确阿 ?\n\n可以 结合图， 看看 算式是 不是 正确地 表示了 题目的 意思。 63 4 练习二 四人 @@ 二年 级举行摄影作品展览。 如果 每个 班要 选出 5 张昭\n片，6 个班 一共 要选 出多 少张 照片 ?\n@@ 小明和伙伴们 租了 两条 船， 一条 坐了 4 人， 另一 条坐 了\n6 人。 一共有多 少人 ?\n加 5x2= 4x3= 3x6= 2X4=\n5x3= 6x5= 4x6= 6x6=\n@ 3 位杂技演员表演 “项碗 ”， 每人 要顶 6 个碗。 (1) 3 人一 共要 项多 少 - 屋个 硫 ? = &\nQ 0EOnE\n(2) 现在她 们各 项了 4 有 4 - 二人 66，9》 66 9》\n个在， 每人 还要 顶 T 本让- 一几 个碗 ? 3 人一 闪 n 或 “” _\n还要 顶几 个碗 ? 由怕 了区 503=8\n< 局这 2 〇 5=10\n加刘 奶奶 家养 了两 种鸡 ,一种 有 3 只， 1015-5\n另一 种有 6 只 . 还养 了 3 种鸭子， 5(C0-5\n每种 有 6 只。 5O 〇 5=10\n(1) 刘奶 奶家 养了 多少 只鸡 ? 5G4=1\n(2 ) 刘奶 奶家 养了 多少 只鸭子 ? 4C 〇 5=20\n(3 ) 你还 能提出其 他数学问题并 3O5=15\n解答吗 ? 5G 〇 5=25\no4 @ 小林家阳台上 的地 砖， 横着 看每 行是 6 块， 坚着 看每\n列是 4 块。 他家 阳台一 共铺 了多 少块 地砖 ?\n\n8 汉字 “R” 的笔 画是 4 画。 (1) “ 森 ” 的笔画是 几画 ? 你是 怎样知道的 ?",814,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学二年级上册,27,2025-07-21T14:23:05.987Z,2.0,义务教育教科书 · 数学二年级上册,二年级,ocr,unknown,0.5837837837837838,0.5,0.814,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学二年级上册.pdf,义务教育教科书_·_数学二年级上册.json,数学,52
义务教育教科书_·_数学二年级上册_chunk_28,28,"@ 小林家阳台上 的地 砖， 横着 看每 行是 6 块， 坚着 看每\n列是 4 块。 他家 阳台一 共铺 了多 少块 地砖 ?\n\n8 汉字 “R” 的笔 画是 4 画。 (1) “ 森 ” 的笔画是 几画 ? 你是 怎样知道的 ?\n\n(2 ) “森林 ""的笔画一 共是 几画 ? 你是 怎样知道的 ?\n1 “，，，Nr 由全\n回有 3 种丁香花， 化辩 分民 作必 (汪汪一\n\n别是 3 办、4 准和 5 准。 已 \ 了\n\n(1) 5 柔 3 辩的 花， 一共有多 少个 花辩 ?\n\n(2) 1 杀 3 闪的 花和 1 和采 5 闪的 花， 一共有多 少个 花闪 ?\n\n(3) 3 采 4 关的 花和 1 采 5 闪的 花， 一共有多 少个 花闪 ?\n\n(4) 你还 能提出其 他数学问题并 解答吗 ?\n\nd 2x2= 3xX2= 6x4= 6x2=\n2+2= 3+2= 6+4= 6+2=\n2-2= 3-2= 6-4-= 6-2=\n\n图一 头亚洲象 的每 个前 肢有 5 个脚 踊， 每个 后肢 有 4 个脚下， 它一 共有多 少个 脚趾 ?\n\n\/\n\n1 在括号里 填上 不同 的数， 使等 式成 立。 EON\n\n3x( )=( )x( ) 加\n\n2 在括号里 填上 相同的 数， 使等 式成 立。 ( )x(0 )=(0 )+(0 )\n65",574,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学二年级上册,28,2025-07-21T14:23:05.987Z,2.0,义务教育教科书 · 数学二年级上册,二年级,ocr,unknown,0.5758354755784062,0.7999999999999999,0.574,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学二年级上册.pdf,义务教育教科书_·_数学二年级上册.json,数学,52
义务教育教科书_·_数学二年级上册_chunk_29,29,"图一 头亚洲象 的每 个前 肢有 5 个脚 踊， 每个 后肢 有 4 个脚下， 它一 共有多 少个 脚趾 ?\n\n\/\n\n1 在括号里 填上 不同 的数， 使等 式成 立。 EON\n\n3x( )=( )x( ) 加\n\n2 在括号里 填上 相同的 数， 使等 式成 立。 ( )x(0 )=(0 )+(0 )\n65 情 aa 整理 和复习人 { 全 2\nO 在卡片上 写出 1~6 的乘法口诀并 进行整理， 说一 说自\n己是 怎样整理的。 1~6 的乘法口诀表\n一一 得一\n和\n\n- 1tr 1 1 ]\n(1) 上表 是小 英整 理的 一部 分， 说一 说小 英想 怎样整\n理， 再帮 她把 口诀表 补全。 (2 ) 任意指 一名 乘法口诀， 说出 用它 计算 的乘法算式。 加用 1~6 的乘法算式卡片摆 出一 个表， 说一 说你 是按 什么 规律排列的。 EEE ER\n1 [2 全全 司 oregy\n[Ta [2om] Fe 二\n[2\nEN $\nTo\n2 风人 二上 5/ »\n\n66 4 练习上 五 |\n\n鲜看 谁算得又 对又 快。 3X6= 2X6= 5X5= 6X5=\nSX3= 3X3= 2X3= 4X4=\n3X1= 4X5= 5x2= 3X5=\n6xX4= 3xX4= 4X1= 4 X3=\n\n4x2= 1X6= 6x6= 5X6=\n\n@ 6x3-8= Dx4+30= 4x4+12=\nDx3+9= 6x6+6= 4X6-4=\n\n回 1 辆小 汽车有 4 个车 轮，5 辆小 汽车有 多少 个车 轮 ?\n\n凶超市里 的 7 号电池有 一板 装 4 节的 ,也有 一板 装 6 节的。 (1 ) 两种 电池各 买一 板， 一共是 多少 节电 池 ?\n\n(2 ) 如果 买 4 板 6 节装 的， 一共 是多 少节 电池 ?",766,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学二年级上册,29,2025-07-21T14:23:05.987Z,2.0,义务教育教科书 · 数学二年级上册,二年级,ocr,unknown,0.516728624535316,0.5,0.766,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学二年级上册.pdf,义务教育教科书_·_数学二年级上册.json,数学,52
义务教育教科书_·_数学二年级上册_chunk_30,30,"回 1 辆小 汽车有 4 个车 轮，5 辆小 汽车有 多少 个车 轮 ?\n\n凶超市里 的 7 号电池有 一板 装 4 节的 ,也有 一板 装 6 节的。 (1 ) 两种 电池各 买一 板， 一共是 多少 节电 池 ?\n\n(2 ) 如果 买 4 板 6 节装 的， 一共 是多 少节 电池 ?\n\n回每 只小 猫钓 6 条鱼，4 只小 猫钓 多少 条鱼 ? ya\nJOL=L_1C ) 2\n想一 想 : 7 只小 猫钓 的鱼， 比 40 条多 本还 是少 ?\nII 我学 会了 乘法\n_ 决。 本单元结束了， «\n你想 说些 什么 ?\n成长 小档案我 知道了 相同数 相加 &i < x\n人可 以用 乘法计算。 傅信\n67 \ 同 at# (一， & 小红 二\nT 二 .六全\n\nIC 国人\n|\n™\n下面 这些 图分 别是 谁看 到的 ?\n人 9 r)\n\n\n人 - 2 w =\n二 2 -\n68 1 2 下面 右边的 三幅 图分 别是 谁看 到的 ?\n内小 红人\n人 = 中\n'® s 国 =m\n—\nLE 小明\narwrns—T0). B+=Q.\n(3] 看到 的立体图 形的 一个 面是 正方形， 这个 立体图 形是 我们 学过 的， 它可 能是 什么 ?\n知道了 什么 ?\n这个 立体图 形的 一个 面是 ……:\n可能 是什么 ?\n可能 是正方体， & 因为正方体 的面\nSALE 从、 【都是 正方形。 有人\nSS\n猜得 对不 对 ? P\nwikfpsr, Tiea 一 [全 ie\n正方体， 也可 能是 | / 一人这 样的 长方 休。“) L/ —\ndos\n69 4 练习十 六胃 说一 说下 面右 边的 照片分 别是 谁拍 的。 四 | 和 Ra\n加下 面右 边的 三幅 图分 别是 在哪个位 置看 到的 ? 把相应的\n序号填 在括号里。 二 4 性 _—r\n@ C ) (0 ) ( )\n© 连一 连。 2\n2 用 | 基二， 70",821,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学二年级上册,30,2025-07-21T14:23:05.987Z,2.0,义务教育教科书 · 数学二年级上册,二年级,ocr,unknown,0.6495412844036698,0.5,0.821,0.95,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学二年级上册.pdf,义务教育教科书_·_数学二年级上册.json,数学,52
义务教育教科书_·_数学二年级上册_chunk_31,31,"4 练习十 六胃 说一 说下 面右 边的 照片分 别是 谁拍 的。 四 | 和 Ra\n加下 面右 边的 三幅 图分 别是 在哪个位 置看 到的 ? 把相应的\n序号填 在括号里。 二 4 性 _—r\n@ C ) (0 ) ( )\n© 连一 连。 2\n2 用 | 基二， 70 O 下面 右边的 三幅 照片分 别是 在哪个位 置拍 的 ? 把相应的\n序号填 在括号里。 二二\n,2 5 国宝\nTS praiii as\n\n0 eme f\n0) ( )\nO 连一 连。 ®\na 本和。 AAS 18\n二 \ »\ [! {/, 全 -\n四 7 时二、\n国人飞人下 让 1 筷 |\n-\n换一 种摆 法， 再试 试。 我以 后观察物体的 时候， LI 要多 从几 个方向看 一看。 本单元结束了， 尔想 说些 什么 ?\n你晕 说泽 什么 : 我发 现从 不同方向 2\n成长 小档案观察同一个 物体， S5¢\n看到 的图 形可 能不 a\n* Sa 小呈\n71 (6) 表内 乘法 《二 )\n| 7 的乘法口诀 )\n-名 B Ar\nHEAH| 1 | 2 | 3 | 4 | 5 | 6 | 了 7\n拼板 块数 | 7 | | | | | |\n1x7=7 一七 得七 x1=7\n2x7=| | | 三七 人 )| 7x2=| |\n3x7=|L | | 三七 人 )| 7xLFL\n4x7=| | | 四七 人 )| 7x[L =L |\n5x7=[L | | 五七 人 )| 7xLJ=L |\n6x7=| | | 交七 人 ) 7xLsL\n7x7=[_| 七七 人 )\n —\n人\n4X7= 7X5= 6X7= ea A\n72",703,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学二年级上册,31,2025-07-21T14:23:05.987Z,2.0,义务教育教科书 · 数学二年级上册,二年级,ocr,unknown,0.4820295983086681,0.5,0.703,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学二年级上册.pdf,义务教育教科书_·_数学二年级上册.json,数学,52
义务教育教科书_·_数学二年级上册_chunk_32,32,4 练习二 七\n”aa 2。 123456 123\n人 78910111213 45678910 九\n14151617181920 11121314151617 、\n月 | 2122 23 24 25 26 27 18192021222324 | 月 2 个星期有 多少 天 ?\n28 29 30 31 25 26 27 28 29 30 3 个星期呢 ?\n@ 7x3= 7X5= 7X6= 7X1=\n7X4= 7X7= 7X2=\n© 连一 连。 加背 出 7 的乘法口诀。 ® 每只 骆驼运 4 个箱子。 CDOTPRnodl\nDB RE ERR B\n| 二而 和机 忌一 共运 了多 少个 箱子 ?\n73 @@ 7x2= 5X6= 6X7= 7X5=\n4X7= 7Xx7= 7X4= 6xX4=\n7X3= 7x6= 6Xx6= Dx7=\n\nOBEEEEL _\n\n区区 区区区克 区多 区区 区区 区区\nBEBBDBDI pamnne\n\n回从 “一一 得一 ” 背到 “七七 四十 九 ”。 5 0 0 GO Oo 所先 提出一 个用 乘法解决的 问题， 再解答。 (10) 3XT7= 6x7= 4x7=\n2xX7+7= Dx7+7= 3x7+7=\n4x7-7= 7x7-7= 5x7-7=\n你发 现了 什么 ?， @ 数学游戏你 算得快， g S， [on] 1&)\nE— |\n74,594,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学二年级上册,32,2025-07-21T14:23:05.987Z,2.0,义务教育教科书 · 数学二年级上册,二年级,ocr,unknown,0.24608501118568232,0.7999999999999999,0.594,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学二年级上册.pdf,义务教育教科书_·_数学二年级上册.json,数学,52
义务教育教科书_·_数学二年级上册_chunk_33,33,"5 0 0 GO Oo 所先 提出一 个用 乘法解决的 问题， 再解答。 (10) 3XT7= 6x7= 4x7=\n2xX7+7= Dx7+7= 3x7+7=\n4x7-7= 7x7-7= 5x7-7=\n你发 现了 什么 ?， @ 数学游戏你 算得快， g S， [on] 1&)\nE— |\n74 上 8 的乘法口 决 )\n|\n0 8 6 [ J[ J[ J[J[ J[]\n1x8=8 一入 得入 8x1=8\n2x8=| | | 三入 ( )| 8x2= |\n3x8=| |] | 三入 ( )| 8xL=L\n4x8=[ |] | 四入 ( )| 8xD=0D\n5x8=| | | 五入 ( )| 8xL=L\n6x8=[ | | 交入 ( )| 8x[ 站 =\n7x8=[ | | 七入 ( )| ex[J=[]\noxe=[\n有 Ch\n加五 人 ( ) -三入 ) 入入 ( )\n( ) 入二 十四 ( ) 入四 十入 ( ) 入五 十六\n@ 8x3= 4x8= 8x6= 7x8=\n5x8= 8x2= 3x8= 8x8=\n计算每 一题 用的 是哪 甸口诀 ?\n75 4 练习上 T 八\n@ 算一 算 O 〇\n\n\n\nEee 小小 Eee 人 Eee\nLxL=L\n© 4x8= 2x8= 6x8= 7x6=\n5x8= 7x8= 3x8= 7X5=\n6x6= 3x6= 8x8= 4X7=\no&—&,\n@> & & W\n@ 背出 8 的乘法口诀。 © 1 只蟾 蛛 8 条腿 , 2 只晓 蛛 16 条腿 , 3 Riwk % J 5oM2?\n4 只呢 ? 你能 说到 几只 ?\n76",689,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学二年级上册,33,2025-07-21T14:23:05.987Z,2.0,义务教育教科书 · 数学二年级上册,二年级,ocr,unknown,0.24897119341563786,0.7999999999999999,0.689,0.95,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学二年级上册.pdf,义务教育教科书_·_数学二年级上册.json,数学,52
义务教育教科书_·_数学二年级上册_chunk_34,34,"回 8x2= 7x3= 8x6= 2x8=\n6x5= 8x4= 7x5= 4x4=\n5x8= 8x3= 8X7= 6xX4=\n加从 “一一 得一 ” 背到 “和八 入六 十四 ”。 (10) : / 3 k .\n二 5 7e NE\n= 首 ec = iaie\nlgX SANE 六由 NS\n上图 中一 共有多 少名 花样游泳运动员 ?\n1) 6x8= 8x3= 5X8=\n5x8+8= 8x2+8= 6x8-8=\n7x8-8= 8x4-8= 4x8+8=\n你发 现了 什么 ?\n了人 人 7\n四\n, 因三 / 54 k 六装 & 机 b k>1 & a\n& 区人 £. aa ;\n| | = 2 2\n由上 图你 能提出什么数学问题 ?你会 解答吗 ?\n77 CE\n3 ‖ 二硬 二\n[>\n长乓 用区 加加\n辽因 和画 2 买 3 个笔 湖， 一共 多少 钱 ?\n[| 属 SSS\nISSN\n\n知道了 什么 ?\n知道了 .…….\n要解决的 问题是 ……:\ngx 2 元 2 元一 共是 3 个 8 元\n— 2 4 ’\n共 ? 元网: 用冬 法计算。 Rd 加让\n8x3=24( 元 ) 寺由\n解答正确吗 ?\n求总 钱数， 可以 用\n1 个笔 袋的 价钱乘\n天的 个数， p 答 , 一其 元。 想一 想 : 买 7 块橡皮， 一共 多少 钱 ?\nLxLJ=L (CO )\n口答 : 一共 | | 元。 你还 能提出其 他用 乘法解决的 问题并 解答吗 ?\n78",629,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学二年级上册,34,2025-07-21T14:23:05.987Z,2.0,义务教育教科书 · 数学二年级上册,二年级,ocr,unknown,0.4400921658986175,0.5,0.629,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学二年级上册.pdf,义务教育教科书_·_数学二年级上册.json,数学,52
义务教育教科书_·_数学二年级上册_chunk_35,35,"4 练习干 九\n@ (1)\n7 角\n[jxL = | ( 角 )=L | 元 [| 角\n(2) W W W W W W\n8 角\n[jxL = | ( 角 )=L | 元 [| 角\n@ 7x5= 4x8= 3X6= 8X7 =\n2X6= 4+8= 8XxX3= 8+7 =\n8+8= 7X7= 5x6= 7x4=\nO 一套 童话 书共 有 8 本， 每本 7 元。 买一 套需 要多 少钱 ?\n2 (€ * = =—"" i—= Z 2 = - 4\n[s~ & 元有 [8x |\n(1) 小丽 要买 5 元一 金的 水彩 笔， 买 7 爹一 共要 多少 钱 ?\n(2 ) 你还 能提出其 他用 乘法解决的 问题并 解答吗 ?\nO 务耸 、 奶奶 、 答爸 、 妈妈 带小 红和 弟\nRN 的半 BAR: 8 元 /人弟 去公园。 公园 门票的 价格如 右图。| 学生 昌 4 元从\n除了弟弟外， 其他 人都 要买 门票一 共需 要多 少钱 ?\n79 有 9 的乘法口 决 )\n[4 看 “感人感 “二\nS: .6. .6. §\nS: 16: 16. °§\n路围棋。 S. 26. 、 吉人 看\nCj) 三) 全) 全 《人三 (二人 二人 从\nS S: _8: [6. “§ §\nake 二 “二 'e s'e\n局 ,局 6. '§.6 [ 艳\nLVYYyYyYyYyYyy、， 0 9 18 [] | | [] [] [] []\n1x9=9 一九 得九 9x 1=9\n2x9=[_] | 三万 ( ) | ex 中 =[\nsxe=[ ] |2A( )| 9xD-C\n4xg=[ |wr( )| 9x[J=[\n5x9=[_] | 五九 ( ) | 9x 加 =[\n6x9=[] | &k( ) | ox[J=[_]\n7x9=[] | &h( )|ox[=[\n8x9=[_] | 入万 ( ) | 9x 四 =[\nox9=[_] | 区万 )\n下\n2x9= 6x9= 7x9= 9x9=\n9x8= 9x3= 9x5= 9x4=\n80 4 练习二 十和 人",874,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学二年级上册,35,2025-07-21T14:23:05.987Z,2.0,义务教育教科书 · 数学二年级上册,二年级,ocr,unknown,0.2991735537190083,0.5,0.874,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学二年级上册.pdf,义务教育教科书_·_数学二年级上册.json,数学,52
义务教育教科书_·_数学二年级上册_chunk_36,36,4 练习二 十和 人\n\n@ 5x9= 9x6= 4x9=\n3x9= 9x2= 1X9=\n9x9= 9xX7= 8xX9=\n\n加连 一连。 回在 下表 中国 出 9x{1、9x2、9x3……:9xg9 的积。 1 2| 3| 4| 5| 6|7| 8| 9]10\n1 12113114|1151146117118119120\n21|22|23|24|25|26|27|28|29|30.\n31|32133|34|135|136|137|138|39 40\n41|42143|144|45 146|147|148|149150.\n51| 52 | 53|54|55| 56|57|58|59|60\n61| 62|163|64|165|166|67|68|69|70.\n71|72173|174175176177178|179|180\n81|182183|184|185186187|188|189|190\n仔细观察 9 乘几 的各 个积， 你发 现了 什么 ?\n\n回背 出 9 的乘法口诀。 81 ® 6x9- 9x4= 8x9=\n5x9+9= 9x3+9= 9x9-9=\n7x9-9= 9x5-9= 7x9+9=\n你发 现了 什么 ?\n@ (1)\n¢ ¢ ¢ 6 6& &\n[xs=L Ox[J=C_]\nNIEEIIT\n[xj=L\n下\n_ |\n7%\n[LIxLJ=L (CC )\nO 从 “一七 得七 ” 背到 “ 九九 八十 一 ”。 @_ wa en nesssese， 限坐 3 人。 H f Er 人人 手刘 和角 限本 这 ”go\nTe @Y 8\nSS\n82,683,0,unknown,text-extracted,,2.0,义务教育教科书_·_数学二年级上册,36,2025-07-21T14:23:05.987Z,2.0,义务教育教科书 · 数学二年级上册,二年级,ocr,unknown,0.13309352517985612,0.7999999999999999,0.683,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/小学/数学/人教版/义务教育教科书 · 数学二年级上册.pdf,义务教育教科书_·_数学二年级上册.json,数学,52
